,ARS,Heights
0,ARS102,6.275510204081627
1,ARS102.5,2.091836734693873
2,ARS103,1.8469387755102056
3,ARS104,5.836734693877556
4,ARS105,1.642857142857142
5,ARS106,10.877551020408147
6,ARS107,68.26530612244903
7,ARS107.5,7.6632653061224545
8,ARS108,9.938775510204069
9,ARS109,17.591836734693892
10,ARS110,106.73469387755105
11,ARS111,0.8265306122448781
12,ARS112,3.8673469387755013
13,ARS113,5.377551020408171
14,ARS200,45.57142857142855
15,ARS201,50.68367346938775
16,ARS201.5,4.091836734693864
17,ARS201.7,1.081632653061236
18,ARS202,171.0
19,ARS203,1.6632653061224991
20,ARS206,14.938775510204092
21,ARS207,2.918367346938788
22,ARS207.1,3.6122448979591675
23,ARS207.5,3.7755102040816317
24,ARS207.8,0.8367346938775693
25,ARS208,14.785714285714292
26,ARS209,156.9285714285715
27,ARS210.5,1.2959183673468515
28,ARS211,28.37755102040818
29,ARS212,1.2346938775510603
30,ARS213,2.071428571428563
31,ARS214,91.93877551020411
32,ARS215,22.112244897959265
33,ARS215.5,0.30612244897954277
34,ARS216,19.42857142857141
35,ARS217,0.428571428571423
36,ARS218,0.5510204081632524
37,ARS219,27.70408163265303
38,ARS219.5,11.040816326530601
39,ARS220,40.21428571428569
40,ARS221,19.612244897959172
41,ARS221.5,0.6938775510204119
42,ARS222,0.37755102040815736
43,ARS222.5,0.4387755102040804
44,ARS223,0.6122448979591938
45,ARS224,13.357142857142852
46,ARS225,1.7142857142857297
47,ARS227,1.5408163265306172
48,ARS228,2.306122448979599
49,ARS228.5,4.346938775510231
50,ARS229,5.73469387755103
51,ARS300,1.5306122448979642
52,ARS301,1.8061224489796042
53,ARS302,2.285714285714312
54,ARS302,2.081632653061256
55,ARS303,1.9897959183673835
56,ARS320,1.9489795918367805
57,ARS304,93.54081632653052
58,ARS305,184.204081632653
59,ARS306,55.95918367346936
60,ARS307,129.88775510204079
61,ARS308,87.18367346938774
62,ARS309,71.98979591836735
63,ARS310,33.63265306122447
64,ARS313,1.7653061224489783
65,ARS314,2.3265306122448783
66,ARS314.5,1.510204081632653
67,ARS315,73.85714285714283
68,ARS316,0.7959183673469079
69,ARS317,4.418367346938792
70,ARS318,4.3775510204081955
71,ARS319,12.612244897959195
72,ARS400,4.397959183673458
73,ARS403,8.091836734693866
74,ARS402.5,3.9285714285714373
75,ARS404,33.928571428571445
76,ARS405,2.9387755102040987
77,ARS405.5,0.2653061224489443
78,ARS406,1.193877551020376
79,ARS407,0.6428571428571507
80,ARS408,0.7755102040816095
81,ARS409,65.17346938775509
82,ARS409.3,0.7346938775509938
83,ARS409.5,0.7346938775510263
84,ARS410,7.540816326530605
85,ARS412,16.346938775510207
86,ARS413,9.183673469387754
87,ARS413.5,0.5102040816326573
88,ARS414,3.3163265306122622
89,ARS415,9.408163265306186
90,ARS416,46.499999999999986
91,ARS417,33.52040816326523
92,ARS417.5,88.93877551020407
93,ARS418,186.3775510204081
94,ARS419,37.53061224489797
95,ARS420,1.07142857142859
96,ARS421,6.061224489795944
97,ARS422,35.11224489795915
98,ARS422.5,13.602040816326511
99,ARS423,23.0816326530612
100,ARS425,2.5102040816326436
101,ARS426.5,0.48979591836737774
102,ARS427.5,60.367346938775434
103,ARS428,165.34693877551015
104,ARS429,74.1122448979592
105,ARS429.5,2.785714285714217
106,ARS430,27.448979591836704
107,ARS430.5,0.928571428571376
108,ARS431,51.581632653061206
109,ARS431.5,12.540816326530589
110,ARS431.7,0.34693877551020624
111,ARS432,61.68367346938775
112,ARS432.5,98.68367346938777
113,ARS433,1.112244897959179
114,ARS434,9.520408163265293
115,ARS435,0.969387755102026
116,ARS437,46.26530612244901
117,ARS439.5,0.30612244897957036
118,ARS440,8.683673469387747
119,ARS441,14.438775510204078
120,ARS442,17.775510204081645
121,ARS446,1.3367346938774298
122,ARS447,34.08163265306124
123,ARS502,77.20408163265304
124,ARS503,43.73469387755102
125,ARS504,15.612244897959194
126,ARS504.2,8.142857142857144
127,ARS507,68.92857142857144
128,ARS508,103.08163265306128
129,ARS510,3.9387755102040773
130,ARS511,94.55102040816334
131,ARS511.5,1.1530612244897744
132,ARS512,0.47959183673463035
133,ARS513.5,23.724489795918366
134,ARS513.7,44.714285714285715
135,ARS514,141.02040816326542
136,ARS514.5,10.030612244897927
137,ARS516,131.62244897959184
138,ARS517,3.9183673469387337
139,ARS518,21.94897959183675
140,ARS519,15.061224489795952
141,ARS520,5.816326530612248
142,ARS521,0.5000000000000253
143,ARS522,12.193877551020412
144,ARS523,40.3061224489796
145,ARS600.1,36.642857142857146
146,ARS600.2,8.428571428571415
147,ARS600.3,20.448979591836714
148,ARS600.4,20.979591836734684
149,ARS601,4.071428571428561
150,ARS602,3.8265306122448988
151,ARS603,5.1224489795918675
152,ARS603.1,2.1122448979592066
153,ARS603.5,68.98979591836729
154,ARS604,22.28571428571423
155,ARS605,37.72448979591838
156,ARS606,164.1530612244897
157,ARS607,81.63265306122446
158,ARS608,2.1428571428571335
159,ARS608.5,16.98979591836738
160,ARS609,18.693877551020428
161,ARS610,0.9183673469388128
162,ARS700.5,3.959183673469384
163,ARS702,3.6428571428571455
164,ARS704,27.64285714285713
165,ARS706,14.908163265306097
166,ARS707,78.51020408163266
167,ARS709,1.2551020408163307
168,ARS710,34.14285714285717
169,ARS711,0.43877551020402245
170,ARS712,0.4591836734693896
171,ARS714,20.316326530612244
172,ARS716,0.571428571428578
173,ARS717,1.6020408163265298
174,ARS718,10.02040816326529
175,ARS719,177.76530612244892
176,ARS720,19.68367346938775
