,ARS,Heights
0,ARS102,4.234693877551018
1,ARS102.5,1.2346938775510112
2,ARS103,1.0714285714285678
3,ARS104,5.316326530612236
4,ARS105,2.602040816326547
5,ARS106,16.06122448979591
6,ARS107,40.6530612244898
7,ARS107.5,6.071428571428577
8,ARS108,59.02040816326532
9,ARS109,50.08163265306126
10,ARS110,186.45918367346943
11,ARS111,0.4591836734693808
12,ARS112,1.7244897959183447
13,ARS113,2.9387755102040702
14,ARS200,51.877551020408156
15,ARS201,46.68367346938775
16,ARS201.5,6.35714285714284
17,ARS201.7,0.44897959183671055
18,ARS202,218.0408163265307
19,ARS203,1.061224489795938
20,ARS206,3.3775510204081587
21,ARS207,2.3571428571428674
22,ARS207.1,1.5204081632652926
23,ARS207.5,10.459183673469388
24,ARS207.8,3.3571428571429007
25,ARS208,78.62244897959182
26,ARS209,246.530612244898
27,ARS210.5,0.5204081632651848
28,ARS211,39.877551020408205
29,ARS212,0.8775510204081945
30,ARS213,1.4795918367346719
31,ARS214,139.44897959183677
32,ARS215,15.02040816326539
33,ARS215.5,0.24489795918361937
34,ARS216,66.08163265306122
35,ARS217,0.31632653061222243
36,ARS218,0.44897959183673025
37,ARS219,9.387755102040728
38,ARS219.5,11.87755102040813
39,ARS220,125.11224489795919
40,ARS221,34.173469387755105
41,ARS221.5,0.45918367346940164
42,ARS222,0.46938775510204245
43,ARS222.5,0.540816326530608
44,ARS223,0.34693877551024027
45,ARS224,1.9387755102040765
46,ARS225,0.755102040816326
47,ARS227,3.7448979591836618
48,ARS228,2.663265306122491
49,ARS228.5,6.387755102040829
50,ARS229,10.530612244897977
51,ARS300,1.0000000000000226
52,ARS301,0.6020408163265983
53,ARS302,0.5612244897959772
54,ARS302,0.4591836734694425
55,ARS303,0.4387755102041274
56,ARS320,0.4489795918367827
57,ARS304,67.53061224489784
58,ARS305,266.52040816326524
59,ARS306,201.6836734693877
60,ARS307,197.93877551020407
61,ARS308,83.34693877551017
62,ARS309,61.418367346938794
63,ARS310,47.56122448979591
64,ARS313,1.0204081632653241
65,ARS314,1.071428571428578
66,ARS314.5,0.7448979591837473
67,ARS315,102.734693877551
68,ARS316,0.5408163265304938
69,ARS317,0.8571428571429146
70,ARS318,1.3163265306122798
71,ARS319,6.75510204081634
72,ARS400,2.8775510204081645
73,ARS403,3.1020408163265243
74,ARS402.5,1.3163265306122272
75,ARS404,15.908163265306149
76,ARS405,2.4591836734693815
77,ARS405.5,0.24489795918362742
78,ARS406,1.8877551020407868
79,ARS407,0.5102040816326564
80,ARS408,1.122448979591836
81,ARS409,34.62244897959181
82,ARS409.3,0.4795918367346941
83,ARS409.5,0.7142857142857146
84,ARS410,2.836734693877556
85,ARS412,7.122448979591823
86,ARS413,55.70408163265307
87,ARS413.5,0.4591836734694007
88,ARS414,3.2346938775510576
89,ARS415,33.52040816326537
90,ARS416,162.12244897959184
91,ARS417,49.59183673469386
92,ARS417.5,72.53061224489798
93,ARS418,261.3877551020407
94,ARS419,35.56122448979592
95,ARS420,1.1428571428571705
96,ARS421,5.6530612244898535
97,ARS422,9.408163265306083
98,ARS422.5,2.408163265306131
99,ARS423,4.051020408163273
100,ARS425,3.65306122448978
101,ARS426.5,0.48979591836736625
102,ARS427.5,38.673469387755
103,ARS428,249.47959183673464
104,ARS429,55.37755102040817
105,ARS429.5,0.7142857142856377
106,ARS430,54.86734693877546
107,ARS430.5,0.3469387755101273
108,ARS431,26.89795918367347
109,ARS431.5,2.8061224489795724
110,ARS431.7,0.19387755102039422
111,ARS432,87.46938775510203
112,ARS432.5,159.27551020408163
113,ARS433,0.9489795918367286
114,ARS434,2.0816326530612064
115,ARS435,1.765306122448972
116,ARS437,28.01020408163269
117,ARS439.5,0.2755102040815999
118,ARS440,3.387755102040804
119,ARS441,4.979591836734685
120,ARS442,30.79591836734694
121,ARS446,0.4183673469386382
122,ARS447,11.39795918367349
123,ARS502,79.92857142857146
124,ARS503,44.30612244897961
125,ARS504,11.540816326530619
126,ARS504.2,5.295918367346924
127,ARS507,121.00000000000004
128,ARS508,207.31632653061234
129,ARS510,22.030612244897934
130,ARS511,176.66326530612255
131,ARS511.5,0.6632653061224293
132,ARS512,0.9387755102039642
133,ARS513.5,7.500000000000006
134,ARS513.7,19.683673469387752
135,ARS514,147.8163265306124
136,ARS514.5,2.9795918367346546
137,ARS516,178.03061224489792
138,ARS517,4.265306122448975
139,ARS518,44.09183673469388
140,ARS519,26.86734693877554
141,ARS520,13.153061224489795
142,ARS521,0.3775510204081608
143,ARS522,5.87755102040818
144,ARS523,50.74489795918369
145,ARS600.1,30.38775510204081
146,ARS600.2,2.3163265306122143
147,ARS600.3,6.4489795918366895
148,ARS600.4,6.40816326530609
149,ARS601,1.2040816326530572
150,ARS602,1.1836734693877655
151,ARS603,3.3265306122449267
152,ARS603.1,1.1224489795918762
153,ARS603.5,119.77551020408157
154,ARS604,17.102040816326475
155,ARS605,59.57142857142856
156,ARS606,230.88775510204076
157,ARS607,250.4897959183673
158,ARS608,1.387755102040828
159,ARS608.5,3.8163265306123475
160,ARS609,4.224489795918473
161,ARS610,0.21428571428573545
162,ARS700.5,7.642857142857139
163,ARS702,3.061224489795934
164,ARS704,16.397959183673475
165,ARS706,6.816326530612242
166,ARS707,63.08163265306125
167,ARS709,0.5306122448979588
168,ARS710,76.82653061224492
169,ARS711,0.30612244897952123
170,ARS712,0.5000000000000033
171,ARS714,57.806122448979615
172,ARS716,0.9795918367347075
173,ARS717,3.673469387755079
174,ARS718,69.04081632653057
175,ARS719,237.2959183673469
